,playerID,nameFirst,nameLast,yearID,G,AB,R,H,2B,3B,HR,RBI,BB,BA,TOTB,SLG,OBP,OPS,RBI/AB,HR/G,R/G,BABIP,Cluster,Total
21491,kirkped01,Ed,Kirkpatrick,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21490,kirkped01,Ed,Kirkpatrick,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21489,kirkped01,Ed,Kirkpatrick,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21487,kirkped01,Ed,Kirkpatrick,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21485,kirkped01,Ed,Kirkpatrick,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21484,kirkped01,Ed,Kirkpatrick,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21483,kirkped01,Ed,Kirkpatrick,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21482,kirkped01,Ed,Kirkpatrick,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21481,kirkped01,Ed,Kirkpatrick,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21480,kirkped01,Ed,Kirkpatrick,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21478,kennejo02,John,Kennedy,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21462,kennejo02,John,Kennedy,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21477,kennejo03,John,Kennedy,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21476,kennejo02,John,Kennedy,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21473,kennejo03,John,Kennedy,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21472,kennejo02,John,Kennedy,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21471,kennejo03,John,Kennedy,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21470,kennejo02,John,Kennedy,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21469,kennejo03,John,Kennedy,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21468,kennejo02,John,Kennedy,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21467,kennejo03,John,Kennedy,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21466,kennejo02,John,Kennedy,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21465,kennejo03,John,Kennedy,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21464,kennejo02,John,Kennedy,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21499,knoopbo01,Bobby,Knoop,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21500,knoopbo01,Bobby,Knoop,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21501,knoopbo01,Bobby,Knoop,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21502,lanieha01,Hal,Lanier,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21545,roberda06,Dave,Roberts,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21544,roberda05,Dave,Roberts,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21543,roberda03,Dave,Roberts,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21542,roberda07,Dave,Roberts,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21541,roberda06,Dave,Roberts,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21540,roberda05,Dave,Roberts,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21539,roberda03,Dave,Roberts,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21538,peterga01,Gary,Peters,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21533,parkewe01,Wes,Parker,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21529,parkewe01,Wes,Parker,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21528,olivato01,Tony,Oliva,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21527,olivato01,Tony,Oliva,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21526,olivato01,Tony,Oliva,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21515,mcnerje01,Jerry,McNertney,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21514,mcnerje01,Jerry,McNertney,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21513,mcnerje01,Jerry,McNertney,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21512,mcnerje01,Jerry,McNertney,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21511,mcnerje01,Jerry,McNertney,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21510,lanieha01,Hal,Lanier,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21509,lanieha01,Hal,Lanier,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21508,lanieha01,Hal,Lanier,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21507,lanieha01,Hal,Lanier,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21506,lanieha01,Hal,Lanier,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21505,lanieha01,Hal,Lanier,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21504,lanieha01,Hal,Lanier,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21463,kennejo03,John,Kennedy,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21461,jonesda03,Dalton,Jones,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21374,caterda01,Danny,Cater,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21400,gonzape01,Pedro,Gonzalez,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21413,groteje01,Jerry,Grote,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21412,groteje01,Jerry,Grote,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21411,griffde01,Derrell,Griffith,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21410,greendi01,Dick,Green,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21409,greendi01,Dick,Green,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21408,greendi01,Dick,Green,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21407,greendi01,Dick,Green,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21405,greendi01,Dick,Green,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21404,greendi01,Dick,Green,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21403,greendi01,Dick,Green,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21402,greendi01,Dick,Green,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21401,greendi01,Dick,Green,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21399,gonzape01,Pedro,Gonzalez,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21460,jonesda03,Dalton,Jones,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21398,gonzape01,Pedro,Gonzalez,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21395,elliola01,Larry,Elliot,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21392,cowanbi01,Billy,Cowan,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21391,cowanbi01,Billy,Cowan,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21390,cowanbi01,Billy,Cowan,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21389,conigto01,Tony,Conigliaro,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21382,clemedo01,Doug,Clemens,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21381,clemedo01,Doug,Clemens,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21380,clemedo01,Doug,Clemens,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21379,chancbo01,Bob,Chance,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21377,caterda01,Danny,Cater,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21375,caterda01,Danny,Cater,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21414,groteje01,Jerry,Grote,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21416,groteje01,Jerry,Grote,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21417,groteje01,Jerry,Grote,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21419,groteje01,Jerry,Grote,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21459,jonesda03,Dalton,Jones,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21458,jonesda03,Dalton,Jones,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21457,jonesda03,Dalton,Jones,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21455,jonesda03,Dalton,Jones,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21454,jonesda03,Dalton,Jones,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21453,jonesda03,Dalton,Jones,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452,johnsal01,Alex,Johnson,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451,johnsal01,Alex,Johnson,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450,johnsal01,Alex,Johnson,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21448,johnsal01,Alex,Johnson,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21447,johnsal01,Alex,Johnson,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21443,johnsal01,Alex,Johnson,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21440,jacksla01,Larry,Jackson,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21439,hortoto01,Tony,Horton,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21436,hortoto01,Tony,Horton,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21434,hortoto01,Tony,Horton,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21433,herrnjo01,John,Herrnstein,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21432,hartji01,Jim Ray,Hart,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21431,hartji01,Jim Ray,Hart,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21430,hartji01,Jim Ray,Hart,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21424,groteje01,Jerry,Grote,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21423,groteje01,Jerry,Grote,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21422,groteje01,Jerry,Grote,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21421,groteje01,Jerry,Grote,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21420,groteje01,Jerry,Grote,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21097,motama01,Manny,Mota,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21095,moranal01,Al,Moran,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20717,landrdo01,Don,Landrum,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20846,terryra01,Ralph,Terry,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20870,whitffr01,Fred,Whitfield,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20867,treshto01,Tom,Tresh,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20859,torrefe01,Felix,Torres,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20857,torrefe01,Felix,Torres,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20856,tillmbo01,Bob,Tillman,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20854,tillmbo01,Bob,Tillman,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20853,tillmbo01,Bob,Tillman,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20852,tillmbo01,Bob,Tillman,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20851,tillmbo01,Bob,Tillman,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20850,tillmbo01,Bob,Tillman,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20849,tillmbo01,Bob,Tillman,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20847,thackmo01,Moe,Thacker,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20845,tartajo01,Jose,Tartabull,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20825,rolliri01,Rich,Rollins,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20844,tartajo01,Jose,Tartabull,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20843,tartajo01,Jose,Tartabull,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20840,tartajo01,Jose,Tartabull,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20839,tartajo01,Jose,Tartabull,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20838,schaijo01,Johnny,Schaive,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20836,savagte01,Ted,Savage,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20835,savagte01,Ted,Savage,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20833,savagte01,Ted,Savage,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20832,savagte01,Ted,Savage,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20831,samueam01,Amado,Samuel,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20830,samueam01,Amado,Samuel,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20829,sadowbo02,Bob,Sadowski,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20873,whitffr01,Fred,Whitfield,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20875,winebo01,Bobby,Wine,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20876,winebo01,Bobby,Wine,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20877,winebo01,Bobby,Wine,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20918,brownla01,Larry,Brown,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20917,brownla01,Larry,Brown,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20916,brownla01,Larry,Brown,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20915,bowmaer01,Ernie,Bowman,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20914,batemjo01,John,Bateman,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20913,batemjo01,John,Bateman,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20912,batemjo01,John,Bateman,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20911,batemjo01,John,Bateman,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20910,batemjo01,John,Bateman,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20909,batemjo01,John,Bateman,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20906,batemjo01,John,Bateman,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20905,batemjo01,John,Bateman,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20900,bailebo01,Bob,Bailey,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20896,bailebo01,Bob,Bailey,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20895,bailebo01,Bob,Bailey,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20894,bailebo01,Bob,Bailey,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20892,bailebo01,Bob,Bailey,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20891,bailebo01,Bob,Bailey,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20890,alvisma01,Max,Alvis,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20889,alvisma01,Max,Alvis,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20888,alvisma01,Max,Alvis,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20882,winebo01,Bobby,Wine,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20880,winebo01,Bobby,Wine,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20879,winebo01,Bobby,Wine,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20878,winebo01,Bobby,Wine,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20828,sadowbo01,Bob,Sadowski,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20823,rolliri01,Rich,Rollins,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20920,brownla01,Larry,Brown,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20734,lockdo01,Don,Lock,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20747,maxvida01,Dal,Maxvill,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20746,maxvida01,Dal,Maxvill,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20745,maxvida01,Dal,Maxvill,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20744,maxvida01,Dal,Maxvill,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20743,maxvida01,Dal,Maxvill,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20742,maxvida01,Dal,Maxvill,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20741,maxvida01,Dal,Maxvill,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20740,luploal01,Al,Luplow,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20739,luploal01,Al,Luplow,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20738,luploal01,Al,Luplow,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20737,luploal01,Al,Luplow,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20736,lockdo01,Don,Lock,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20733,lockdo01,Don,Lock,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20822,rolliri01,Rich,Rollins,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20730,lockdo01,Don,Lock,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20729,linzph01,Phil,Linz,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20728,linzph01,Phil,Linz,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20726,linzph01,Phil,Linz,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20725,linzph01,Phil,Linz,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20724,leppedo02,Don,Leppert,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20723,leppedo01,Don,Leppert,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20722,leppedo02,Don,Leppert,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20721,leppedo01,Don,Leppert,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20720,leppedo02,Don,Leppert,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20719,leppedo01,Don,Leppert,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20718,landrdo01,Don,Landrum,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20748,maxvida01,Dal,Maxvill,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20749,maxvida01,Dal,Maxvill,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20750,menkede01,Denis,Menke,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20751,menkede01,Denis,Menke,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20821,rolliri01,Rich,Rollins,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20817,rodgebu01,Buck,Rodgers,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20816,rodgebu01,Buck,Rodgers,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20815,rodgebu01,Buck,Rodgers,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20814,rodgebu01,Buck,Rodgers,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20813,rodgebu01,Buck,Rodgers,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20812,rodgebu01,Buck,Rodgers,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20810,retzeke01,Ken,Retzer,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20809,retzeke01,Ken,Retzer,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20806,purkebo01,Bob,Purkey,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20803,powelbo02,Boog,Powell,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20802,powelbo01,Boog,Powell,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20799,powelbo02,Boog,Powell,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20798,powelbo01,Boog,Powell,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20785,powelbo02,Boog,Powell,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20784,powelbo01,Boog,Powell,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20775,powelbo02,Boog,Powell,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20774,powelbo01,Boog,Powell,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20773,pepitjo01,Joe,Pepitone,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20772,pepitjo01,Joe,Pepitone,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20767,pepitjo01,Joe,Pepitone,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20765,pepitjo01,Joe,Pepitone,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20762,pepitjo01,Joe,Pepitone,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
